tour,year,season,event_completed,event_name,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2018,2018,8/12/18,PGA Championship,"Cook, Austin",18579,T50,3,Bellerive CC,534,70,10,12:15 PM,69,0.278,-0.951,0.68,0.492,0.222,0.5,277.4,0.929,0.611,0.6,39.94,29.078,2,2
pga,2018,2018,8/12/18,PGA Championship,"Landry, Andrew",14000,T50,1,Bellerive CC,534,70,1,2:21 PM,73,-1.459,-0.654,-0.012,0.504,-0.163,-1.622,284.1,0.714,0.889,0.5,88.909,28.73,1,2
pga,2018,2018,8/12/18,PGA Championship,"Smith, Cameron",15856,T56,2,Bellerive CC,534,70,10,1:43 PM,66,2.971,-0.724,1.437,-0.09,0.623,3.594,294,0.429,0.667,0.5,38.075,21.97,6,2
pga,2018,2018,8/12/18,PGA Championship,"Smith, Cameron",15856,T56,4,Bellerive CC,534,70,1,7:38 AM,66,-0.215,3.126,-0.282,0.709,3.554,3.338,288.4,0.786,0.611,0.778,,32.801,5,3
pga,2018,2018,8/12/18,PGA Championship,"Kim, Michael",17543,CUT,1,Bellerive CC,534,70,10,2:05 PM,73,1.113,0.711,-3.288,-0.158,-2.736,-1.622,285.3,0.429,0.333,0.769,92.409,34.4,2,2
pga,2018,2018,8/12/18,PGA Championship,"Kim, Michael",17543,CUT,2,Bellerive CC,534,70,1,8:40 AM,77,-2.438,-0.486,-1.792,-2.688,-4.967,-7.406,280.8,0.571,0.333,0.417,56.03,34.264,1,7
pga,2018,2018,8/12/18,PGA Championship,"Muttitt, David",17744,CUT,1,Bellerive CC,534,70,1,8:51 AM,81,-3.719,-2.508,-1.263,-2.13,-5.903,-9.622,275,0.5,0.444,0.222,68.646,37.726,0,7
pga,2018,2018,8/12/18,PGA Championship,"Muttitt, David",17744,CUT,2,Bellerive CC,534,70,10,2:16 PM,69,2.277,-0.178,-1.5,-0.004,-1.683,0.594,296.5,0.714,0.611,0.667,40.448,27.444,5,5
pga,2018,2018,8/12/18,PGA Championship,"Kok, Johan",8601,CUT,1,Bellerive CC,534,70,1,12:20 PM,78,-2.101,-1.632,-2.133,-0.754,-4.521,-6.622,270,0.5,0.556,0.4,52.309,43.247,1,6
pga,2018,2018,8/12/18,PGA Championship,"Kok, Johan",8601,CUT,2,Bellerive CC,534,70,10,6:55 AM,73,-1.729,1.273,-2.573,-0.376,-1.676,-3.406,283.6,0.643,0.5,0.556,31.347,36.985,1,6
pga,2018,2018,8/12/18,PGA Championship,"Hansen, Jaysen",23854,CUT,1,Bellerive CC,534,70,10,12:37 PM,76,-1.751,-2.081,-0.901,0.112,-2.871,-4.622,271.2,0.786,0.667,0.5,46.301,38.564,3,4
pga,2018,2018,8/12/18,PGA Championship,"Hansen, Jaysen",23854,CUT,2,Bellerive CC,534,70,1,7:12 AM,75,0.233,-1.725,-4.198,0.284,-5.639,-5.406,278.2,0.786,0.444,0.417,70.008,47.031,3,9
pga,2018,2018,8/12/18,PGA Championship,"Smith, Cameron",15856,T56,3,Bellerive CC,534,70,10,1:21 PM,73,0.619,-1.49,-1.048,-1.58,-4.119,-3.5,289.5,0.571,0.667,0.333,80.164,30.713,2,4
pga,2018,2018,8/12/18,PGA Championship,"Campillo, Jorge",14016,CUT,1,Bellerive CC,534,70,10,12:48 PM,78,-0.671,-2.041,-2.912,-0.996,-5.951,-6.622,283.6,0.286,0.444,0.333,68.708,35.965,1,4
pga,2018,2018,8/12/18,PGA Championship,"Miyazato, Yusaku",7031,CUT,1,Bellerive CC,534,70,1,7:12 AM,76,0.061,-0.261,-2.687,-1.734,-4.684,-4.622,263.2,0.571,0.556,0.429,68.358,34.084,3,11
pga,2018,2018,8/12/18,PGA Championship,"Miyazato, Yusaku",7031,CUT,2,Bellerive CC,534,70,10,12:37 PM,77,-2.846,-0.845,0.189,-3.903,-4.559,-7.406,281,0.357,0.556,0.5,53.56,26.408,1,8
pga,2018,2018,8/12/18,PGA Championship,"Sowards, Bob",8084,CUT,1,Bellerive CC,534,70,1,7:12 AM,80,-1.328,-1.512,-4.151,-1.629,-7.294,-8.622,279.2,0.429,0.389,0.385,100.286,38.886,0,10
pga,2018,2018,8/12/18,PGA Championship,"Vegas, Jhonattan",13508,T59,1,Bellerive CC,534,70,10,8:34 AM,70,-0.332,-0.503,1.616,0.597,1.71,1.378,290,0.5,0.778,0.6,20.108,28.801,4,3
pga,2018,2018,8/12/18,PGA Championship,"Moore, Ryan",7489,T59,4,Bellerive CC,534,70,1,10:38 AM,73,-2.367,0.081,-0.595,-0.78,-1.295,-3.662,285.9,0.714,0.5,0.444,19.733,33.88,4,5
pga,2018,2018,8/12/18,PGA Championship,"Moore, Ryan",7489,T59,3,Bellerive CC,534,70,10,12:26 PM,68,0.861,0.214,0.998,-0.574,0.639,1.5,278.6,0.643,0.611,0.833,33.741,28.72,3,4
pga,2018,2018,8/12/18,PGA Championship,"Moore, Ryan",7489,T59,2,Bellerive CC,534,70,1,2:10 PM,70,-0.924,1.041,-1.349,0.826,0.519,-0.406,281.6,0.643,0.722,0.8,44.934,29.525,2,3
pga,2018,2018,8/12/18,PGA Championship,"Moore, Ryan",7489,T59,1,Bellerive CC,534,70,10,8:45 AM,69,1.253,0.249,0.058,0.816,1.124,2.378,275.3,0.929,0.722,1,,26.025,4,2
pga,2018,2018,8/12/18,PGA Championship,"Campillo, Jorge",14016,CUT,2,Bellerive CC,534,70,1,7:23 AM,74,-1.66,0.897,-1.231,-2.411,-2.745,-4.406,292.3,0.429,0.333,0.75,43.481,36.296,2,10
pga,2018,2018,8/12/18,PGA Championship,"Garcia, Sergio",5689,CUT,2,Bellerive CC,534,70,10,8:01 AM,71,0.43,0.313,-2.388,0.238,-1.836,-1.406,287.5,0.643,0.722,0.5,27.802,38.135,5,7
pga,2018,2018,8/12/18,PGA Championship,"Li, Haotong",15310,WD,1,Bellerive CC,534,70,10,7:06 AM,71,1.125,-0.488,0.908,-1.167,-0.748,0.378,297.3,0.429,0.611,0.6,95.999,22.098,3,4
pga,2018,2018,8/12/18,PGA Championship,"Sowards, Bob",8084,CUT,2,Bellerive CC,534,70,10,12:37 PM,75,-3.332,2.096,-3.759,-0.41,-2.073,-5.406,279.7,0.571,0.444,0.6,62.511,54.608,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"DeChambeau, Bryson",19841,T20,3,TPC Sawgrass,11,72,1,12:40 PM,69,0.213,0.101,0.699,1.499,2.3,2.513,287.6,0.929,0.611,0.636,46.4,34.276,4,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kisner, Kevin",11328,T22,3,TPC Sawgrass,11,72,1,2:10 PM,71,0.18,-0.734,1.267,-0.201,0.333,0.513,279.6,0.786,0.722,0.5,47.427,40.467,2,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kisner, Kevin",11328,T22,2,TPC Sawgrass,11,72,1,8:32 AM,68,2.424,-0.05,-0.292,1.266,0.924,3.348,279,0.929,0.778,0.429,5.697,37.014,5,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kisner, Kevin",11328,T22,1,TPC Sawgrass,11,72,10,1:27 PM,68,1.928,1.022,0.024,0.831,1.876,3.804,278.3,0.714,0.778,0.667,53.577,39.127,5,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garcia, Sergio",5689,T22,2,TPC Sawgrass,11,72,1,1:48 PM,70,-0.256,-0.388,0.581,1.411,1.604,1.348,290.8,0.786,0.778,0.667,49.624,29.731,1,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garcia, Sergio",5689,T22,3,TPC Sawgrass,11,72,1,12:30 PM,74,0.145,-2.436,-1.742,1.545,-2.633,-2.487,287.8,0.786,0.611,0.545,47.196,32.298,4,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"DeChambeau, Bryson",19841,T20,4,TPC Sawgrass,11,72,1,12:05 PM,71,-0.072,-1.034,-0.116,1.483,0.332,0.26,290.9,0.643,0.611,0.625,51.28,30.317,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kisner, Kevin",11328,T22,4,TPC Sawgrass,11,72,1,12:25 PM,73,-2.374,-0.371,-0.151,1.157,0.634,-1.74,270.3,0.857,0.722,0.167,,36.502,3,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garcia, Sergio",5689,T22,4,TPC Sawgrass,11,72,1,9:25 AM,67,3.74,0.052,1.08,-0.611,0.52,4.26,283.1,0.429,0.667,0.714,96.099,35.978,5,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garcia, Sergio",5689,T22,1,TPC Sawgrass,11,72,10,8:53 AM,69,-0.039,0.796,2.038,0.01,2.843,2.804,286.7,0.5,0.722,0.571,78.172,28.078,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Poston, J.T.",21554,T22,4,TPC Sawgrass,11,72,1,11:15 AM,70,0.34,0.11,-0.248,1.059,0.92,1.26,278.5,0.786,0.722,0.556,26.428,39.375,2,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Finau, Tony",11676,T22,2,TPC Sawgrass,11,72,10,8:53 AM,71,2.49,-3.361,0.315,0.904,-2.142,0.348,292.2,0.714,0.778,0.4,73.811,29.354,2,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Finau, Tony",11676,T22,3,TPC Sawgrass,11,72,1,12:10 PM,68,2.256,0.59,0.187,0.479,1.257,3.513,285.9,0.643,0.5,0.9,50.249,25.263,6,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Finau, Tony",11676,T22,4,TPC Sawgrass,11,72,1,12:05 PM,72,-1.796,0.18,0.558,0.319,1.056,-0.74,284.8,0.5,0.667,0.556,50.492,33.178,5,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Poston, J.T.",21554,T22,1,TPC Sawgrass,11,72,10,12:45 PM,68,2.955,-0.512,0.244,1.118,0.849,3.804,285.1,0.571,0.667,0.556,48.104,54.434,7,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Poston, J.T.",21554,T22,2,TPC Sawgrass,11,72,1,7:50 AM,69,-2.074,0.375,2.967,1.08,4.422,2.348,286.8,0.857,0.889,0.6,74.518,23.175,6,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Poston, J.T.",21554,T22,3,TPC Sawgrass,11,72,1,1:50 PM,73,1.616,-0.377,-0.902,-1.825,-3.104,-1.487,276.3,0.429,0.556,0.727,69.233,32.925,3,6
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kuchar, Matt",6169,T26,1,TPC Sawgrass,11,72,10,9:04 AM,69,-0.897,0.676,2.272,0.754,3.701,2.804,285,0.714,0.722,0.5,39.403,31.824,3,0
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kuchar, Matt",6169,T26,4,TPC Sawgrass,11,72,1,10:45 AM,70,-2.918,-0.734,3.895,1.018,4.178,1.26,280.2,0.786,0.889,0.25,26.047,25.629,2,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"DeChambeau, Bryson",19841,T20,2,TPC Sawgrass,11,72,1,1:38 PM,69,1.74,0.003,-0.875,1.48,0.608,2.348,285.8,0.714,0.722,0.7,63.624,38.783,4,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kuchar, Matt",6169,T26,2,TPC Sawgrass,11,72,1,1:59 PM,70,-1.039,1.204,0.93,0.253,2.387,1.348,284.2,0.571,0.833,0.6,77.874,31.72,3,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Kuchar, Matt",6169,T26,3,TPC Sawgrass,11,72,1,12:30 PM,72,-1.838,0.446,0.45,0.454,1.35,-0.487,280.7,0.714,0.833,0.75,47.879,26.17,4,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Finau, Tony",11676,T22,1,TPC Sawgrass,11,72,1,1:48 PM,69,2.676,-0.042,-1.553,1.724,0.128,2.804,298.6,0.786,0.667,0.667,34.848,35.324,6,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"DeChambeau, Bryson",19841,T20,1,TPC Sawgrass,11,72,10,8:43 AM,70,2.796,-0.757,-1.049,0.815,-0.992,1.804,291.5,0.714,0.778,0.571,50.613,36.087,3,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Simpson, Webb",11049,T16,2,TPC Sawgrass,11,72,10,8:32 AM,70,0.897,0.458,0.199,-0.206,0.451,1.348,279.1,0.714,0.667,0.857,72.651,21.699,2,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Moore, Ryan",7489,T20,3,TPC Sawgrass,11,72,1,10:40 AM,69,0.679,0.894,2.227,-1.288,1.834,2.513,264.9,0.571,0.556,0.778,36.403,31.99,4,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Ancer, Abraham",18238,T12,4,TPC Sawgrass,11,72,1,1:15 PM,72,0.505,-1.547,-0.125,0.428,-1.245,-0.74,275.9,0.643,0.667,0.444,98.374,38.879,0,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Horschel, Billy",11276,T26,1,TPC Sawgrass,11,72,10,8:43 AM,69,0.177,0.462,1.318,0.848,2.627,2.804,293.1,0.571,0.778,0.833,38.149,39.864,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Rahm, Jon",19195,T12,1,TPC Sawgrass,11,72,10,8:53 AM,69,1.367,0.512,-0.383,1.309,1.437,2.804,287.9,0.714,0.667,0.727,19.705,44.823,3,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Rahm, Jon",19195,T12,2,TPC Sawgrass,11,72,1,1:48 PM,68,0.282,-1.598,3.847,0.817,3.066,3.348,299.1,0.429,0.833,0.429,48.016,20.685,7,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Rahm, Jon",19195,T12,3,TPC Sawgrass,11,72,1,1:30 PM,64,1.423,-0.335,5.477,0.947,6.09,7.513,293.6,0.643,0.778,0.667,30.134,22.578,6,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Rahm, Jon",19195,T12,4,TPC Sawgrass,11,72,1,1:35 PM,76,-1.326,-1.407,-2.061,0.055,-3.414,-4.74,289.9,0.429,0.611,0.25,61.059,28.702,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Simpson, Webb",11049,T16,1,TPC Sawgrass,11,72,1,1:27 PM,70,0.365,-1.141,0.98,1.601,1.439,1.804,279.4,0.929,0.778,0.667,,36.976,1,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Simpson, Webb",11049,T16,3,TPC Sawgrass,11,72,1,12:20 PM,70,1.873,-0.961,1.036,-0.436,-0.36,1.513,278.2,0.714,0.556,0.636,62.067,35.923,5,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Simpson, Webb",11049,T16,4,TPC Sawgrass,11,72,1,11:25 AM,68,1.15,1.369,-0.515,1.257,2.11,3.26,275.1,0.786,0.611,0.909,56.218,32.514,1,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Taylor, Nick",13126,T16,1,TPC Sawgrass,11,72,10,12:45 PM,73,-0.873,-0.449,0.349,-0.222,-0.323,-1.196,280.2,0.357,0.667,0.5,45.71,32.385,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Taylor, Nick",13126,T16,2,TPC Sawgrass,11,72,1,7:50 AM,69,0.656,-0.022,1.312,0.402,1.692,2.348,283.4,0.643,0.944,0.5,32.156,30.445,6,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Taylor, Nick",13126,T16,3,TPC Sawgrass,11,72,1,10:00 AM,69,-0.956,0.61,2.491,0.367,3.469,2.513,281.5,0.5,0.833,0.833,52.004,28.044,4,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Taylor, Nick",13126,T16,4,TPC Sawgrass,11,72,1,10:55 AM,67,1.358,0.327,4.005,-1.429,2.902,4.26,275.8,0.429,0.778,0.833,28.138,29.927,5,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Bradley, Keegan",13872,T16,1,TPC Sawgrass,11,72,10,1:17 PM,65,3.562,0.943,1.544,0.756,3.242,6.804,291.9,0.714,0.778,0.833,43.584,33.771,7,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Bradley, Keegan",13872,T16,2,TPC Sawgrass,11,72,1,8:22 AM,73,-3.299,-0.338,1.756,0.229,1.647,-1.652,286,0.714,0.778,0.25,30.948,29.184,3,6
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Bradley, Keegan",13872,T16,3,TPC Sawgrass,11,72,1,1:20 PM,68,1.89,-0.47,3.468,-1.376,1.623,3.513,289.2,0.643,0.611,0.6,43.814,23.156,5,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Bradley, Keegan",13872,T16,4,TPC Sawgrass,11,72,1,1:05 PM,72,-3.526,0.01,1.566,1.211,2.786,-0.74,282.4,0.714,0.889,0.8,51.022,27.425,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Schniederjans, Ollie",18662,T16,1,TPC Sawgrass,11,72,1,9:14 AM,71,-0.852,0.664,0.356,0.637,1.656,0.804,298.8,0.643,0.833,0,73.211,27.975,2,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Schniederjans, Ollie",18662,T16,2,TPC Sawgrass,11,72,10,2:09 PM,70,-0.046,0.149,0.902,0.343,1.394,1.348,291.2,0.571,0.778,0.667,84.09,23.031,3,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Schniederjans, Ollie",18662,T16,3,TPC Sawgrass,11,72,1,10:10 AM,65,4.017,1.557,0.173,0.765,2.496,6.513,290.5,0.5,0.611,1,69.532,27.334,7,0
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Schniederjans, Ollie",18662,T16,4,TPC Sawgrass,11,72,1,1:15 PM,72,-0.108,-1.718,0.115,0.972,-0.632,-0.74,290.4,0.571,0.667,0.333,32.168,30.256,5,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Moore, Ryan",7489,T20,1,TPC Sawgrass,11,72,10,2:20 PM,67,0.822,2.197,1.414,0.372,3.982,4.804,274.8,0.643,0.722,0.625,59.476,35.29,4,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Moore, Ryan",7489,T20,2,TPC Sawgrass,11,72,1,9:25 AM,74,-1.225,0.918,-1.819,-0.526,-1.427,-2.652,275,0.786,0.722,0.5,74.945,38.184,1,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Moore, Ryan",7489,T20,4,TPC Sawgrass,11,72,1,11:35 AM,69,2.284,0.673,-0.304,-0.392,-0.024,2.26,265.1,0.571,0.667,0.667,47.418,35.437,5,6
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Horschel, Billy",11276,T26,2,TPC Sawgrass,11,72,1,1:38 PM,70,1.265,-0.897,2.031,-1.051,0.083,1.348,286.1,0.429,0.667,0.571,33.323,18.114,4,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Power, Seamus",10104,T35,4,TPC Sawgrass,11,72,1,8:58 AM,69,1.286,-1.197,0.76,1.412,0.974,2.26,287.2,0.714,0.778,0.667,34.882,44.204,3,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Horschel, Billy",11276,T26,4,TPC Sawgrass,11,72,1,10:15 AM,69,3.071,-0.167,1.403,-2.046,-0.811,2.26,269.6,0.5,0.611,0.889,49.09,42.368,8,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Sabbatini, Rory",6283,T35,1,TPC Sawgrass,11,72,10,9:35 AM,68,-0.03,1.968,0.779,1.088,3.834,3.804,281.7,0.643,0.778,0.714,,27.154,3,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Sabbatini, Rory",6283,T35,2,TPC Sawgrass,11,72,1,2:30 PM,69,1.725,0.749,-0.295,0.169,0.623,2.348,275.6,0.786,0.722,0.625,63.497,34.835,4,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Sabbatini, Rory",6283,T35,3,TPC Sawgrass,11,72,1,1:30 PM,74,0.363,0.012,-1.796,-1.067,-2.851,-2.487,277.1,0.714,0.556,0.545,58.377,50.229,4,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Sabbatini, Rory",6283,T35,4,TPC Sawgrass,11,72,1,10:35 AM,72,-1.432,0.382,-0.528,0.839,0.692,-0.74,278.6,0.571,0.667,0.545,31.786,44.06,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Howell III, Charles",6892,T35,1,TPC Sawgrass,11,72,1,8:11 AM,69,1.308,-0.141,2.234,-0.596,1.496,2.804,291.3,0.571,0.667,0.5,36.958,37.355,7,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Howell III, Charles",6892,T35,2,TPC Sawgrass,11,72,10,1:06 PM,70,1.379,-0.466,1.248,-0.813,-0.031,1.348,282.8,0.429,0.778,0.4,64.333,30.877,3,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Howell III, Charles",6892,T35,3,TPC Sawgrass,11,72,1,12:50 PM,75,0.559,0.642,-4.429,-0.26,-4.047,-3.487,288.8,0.357,0.611,0.429,86.293,38.22,2,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Howell III, Charles",6892,T35,4,TPC Sawgrass,11,72,1,8:40 AM,69,-1.142,-0.021,2.007,1.417,3.402,2.26,289.6,0.714,0.778,0.5,44.771,35.483,2,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Power, Seamus",10104,T35,1,TPC Sawgrass,11,72,1,9:14 AM,74,-0.349,-0.73,-1.155,0.039,-1.847,-2.196,287.9,0.5,0.444,0.538,73.313,40.233,1,6
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Power, Seamus",10104,T35,2,TPC Sawgrass,11,72,10,2:09 PM,67,1.176,-0.395,2.898,0.669,3.172,4.348,294.8,0.786,0.889,0.5,38.146,23.556,6,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Power, Seamus",10104,T35,3,TPC Sawgrass,11,72,1,10:10 AM,73,0.831,0.974,-2.542,-0.751,-2.319,-1.487,280.8,0.357,0.611,0.571,70.655,36.203,3,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garnett, Brice",11451,T35,1,TPC Sawgrass,11,72,1,9:04 AM,71,5.174,-2.345,-1.799,-0.225,-4.37,0.804,277.4,0.571,0.5,0.692,46.84,52.52,4,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garnett, Brice",11451,T35,2,TPC Sawgrass,11,72,10,1:59 PM,69,0.988,0.984,0.753,-0.377,1.36,2.348,281.1,0.643,0.667,0.857,31.596,29.122,5,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garnett, Brice",11451,T35,3,TPC Sawgrass,11,72,1,11:50 AM,73,-1.502,-0.157,-1.422,1.593,0.014,-1.487,275.2,0.786,0.611,0.444,82.001,32.541,2,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Garnett, Brice",11451,T35,4,TPC Sawgrass,11,72,1,9:35 AM,70,-1.283,1.658,0.713,0.173,2.543,1.26,276.5,0.643,0.611,0.778,76.939,35.279,3,4
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Knox, Russell",13831,T35,1,TPC Sawgrass,11,72,10,1:06 PM,70,-1.712,0.384,1.589,1.544,3.516,1.804,285.5,0.786,0.833,0.4,39.135,30.232,5,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Knox, Russell",13831,T35,2,TPC Sawgrass,11,72,1,8:11 AM,68,1.535,0.687,1.444,-0.318,1.813,3.348,275.8,0.643,0.722,1,120.352,25.912,3,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Knox, Russell",13831,T35,3,TPC Sawgrass,11,72,1,1:20 PM,73,-2.697,-1.097,1.711,0.595,1.209,-1.487,282.9,0.714,0.722,0.429,30.845,30.914,4,7
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Knox, Russell",13831,T35,4,TPC Sawgrass,11,72,1,10:45 AM,72,0.177,-1.533,-0.629,1.246,-0.917,-0.74,277,0.857,0.556,0.5,47.95,35.939,3,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Thomas, Justin",14139,T35,1,TPC Sawgrass,11,72,10,8:32 AM,71,1.676,0.844,0.47,-2.185,-0.872,0.804,291.8,0.5,0.611,0.556,29.75,49.543,4,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Thomas, Justin",14139,T35,2,TPC Sawgrass,11,72,1,1:27 PM,72,-0.415,0.345,-1.899,1.317,-0.237,-0.652,297.9,0.5,0.556,0.4,92.83,31.793,6,7
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Thomas, Justin",14139,T35,3,TPC Sawgrass,11,72,1,8:10 AM,70,-2.967,0.581,2.696,1.202,4.48,1.513,290.4,0.714,0.722,0.4,67.537,22.636,3,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Ancer, Abraham",18238,T12,3,TPC Sawgrass,11,72,1,2:20 PM,70,-2.208,0.368,1.587,1.765,3.721,1.513,288.7,0.786,0.833,0.5,65.815,30.322,3,2
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Wallace, Matt",20706,T30,4,TPC Sawgrass,11,72,1,10:25 AM,70,-0.072,1.673,1.302,-1.642,1.332,1.26,283.3,0.429,0.611,1,43.144,40.825,5,5
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Wallace, Matt",20706,T30,3,TPC Sawgrass,11,72,1,9:30 AM,70,3.206,-1.591,-1.111,1.008,-1.693,1.513,289.8,0.5,0.556,0.8,33.136,46.248,5,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Wallace, Matt",20706,T30,2,TPC Sawgrass,11,72,10,12:56 PM,73,-3.108,0.34,0.593,0.523,1.456,-1.652,288.6,0.714,0.833,0.667,44.802,26.266,1,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Wallace, Matt",20706,T30,1,TPC Sawgrass,11,72,1,8:01 AM,69,1.673,-0.053,0.404,0.781,1.131,2.804,289.4,0.643,0.833,0.667,57.691,42.49,4,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Grillo, Emiliano",12808,T26,1,TPC Sawgrass,11,72,10,2:09 PM,70,0.488,0.867,0.238,0.212,1.316,1.804,280.4,0.643,0.556,0.818,39.035,47.985,3,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Grillo, Emiliano",12808,T26,2,TPC Sawgrass,11,72,1,9:14 AM,72,-0.628,-0.43,0.603,-0.197,-0.024,-0.652,282,0.643,0.722,0.333,40.934,31.84,5,6
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Grillo, Emiliano",12808,T26,3,TPC Sawgrass,11,72,1,9:40 AM,73,-0.357,-1.582,-0.506,0.957,-1.131,-1.487,282.3,0.786,0.667,0.444,38.235,30.546,2,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"Grillo, Emiliano",12808,T26,4,TPC Sawgrass,11,72,1,8:22 AM,66,1.892,-0.532,2.424,1.477,3.368,5.26,274.3,0.786,0.722,0.833,20.299,24.957,5,3
pga,2019,2019,3/17/19,THE PLAYERS Championship,"An, Byeong Hun",14459,T26,1,TPC Sawgrass,11,72,10,7:50 AM,66,-0.269,2.388,2.834,0.852,6.073,5.804,292.8,0.571,0.722,0.857,65.6,35.044,8,1
pga,2019,2019,3/17/19,THE PLAYERS Championship,"An, Byeong Hun",14459,T26,2,TPC Sawgrass,11,72,1,12:45 PM,71,0.053,-0.92,-1.236,2.451,0.295,0.348,305.2,0.786,0.556,0.583,59.663,36.392,3,3
